OBJECTID,IntersectionName,InstallDate,DetectionMethod,OwnedBy,MaintainedBy,LifeStatus,RetiredDate,RetiredReason,Settlement,Municipality,RMWID,ContractNumber,SHAPESTArea,SHAPESTLength
7467,Trussler Rd @ Cedar Creek Rd,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Blandford-Blenheim,Blandford-Blenheim,DET11835,,26.9735389,23.9922813410902
7468,Trussler Rd @ Cedar Creek Rd,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11836,,26.97344679,23.9921612416779
7469,Trussler Rd @ Cedar Creek Rd,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11837,,26.974108,23.9923815594384
7470,Trussler Rd @ Cedar Creek Rd,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11838,,26.97382982,23.9922594485693
7471,Shantz Station Rd @ Kossuth Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11841,,37.574566965,29.4762367649476
7472,Shantz Station Rd @ Kossuth Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11839,,3.29890939,7.46254995900456
7473,Shantz Station Rd @ Kossuth Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11840,,11.45696781,14.582860060025
7871,University Ave W @ Keats Way,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11842,,13.79010199,16.5967354203949
7872,University Ave W @ Keats Way,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11843,,27.57943384,28.5966309764243
7873,University Ave W @ Keats Way,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11844,,27.64420536,28.6047697497183
7874,University Ave W @ Keats Way,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11845,,2.327522105,6.7556165710709
7875,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11846,,16.76686218,19.1873150905276
7876,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11847,,16.76671229,19.1873235240359
7877,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11849,,16.767206865,19.1874993349242
7878,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11848,,16.76671229,19.1873235240359
7879,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11850,,1.00007989,4.00015977680892
7880,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11851,,0.99998894,3.99997788580333
7881,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11852,,1.000055205,4.00011041378059
7882,University Ave W @ Westmount Rd N,2018/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11853,,1.000030525,4.00006105453404
8271,Cedar Creek Rd @ Earl Thompson Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11854,,18.31173476,19.3187703381128
8272,Cedar Creek Rd @ Earl Thompson Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11855,,24.9967698,24.487345171294
8273,Cedar Creek Rd @ Earl Thompson Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11856,,28.49527234,27.1810156827301
8274,Cedar Creek Rd @ Earl Thompson Rd,2019/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET11857,,18.31182918,19.3187815136397
8671,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11858,,16.000090155,20.0000364539654
8672,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11859,,16.00016948,20.0000702675427
8673,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11860,,16.00008235,20.0000144811839
8674,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11861,,16.00005281,20.0000458474401
8675,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11862,,1.95990637,5.5998662412597
8676,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11863,,1.96006346,5.60009066015515
8677,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11864,,1.95996943,5.59995633481933
8678,Trussler Rd @ Huron Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11865,,1.960000395,5.60000056946805
9071,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11866,,15.99998475,20.0000259834134
9072,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11867,,15.99965802,19.9998855073346
9073,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11868,,1.96,5.6
9074,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11869,,15.99983242,19.9998894259428
9075,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11870,,16.000128155,20.0000650903589
9076,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11871,,1.9599987,5.5999981466247
9077,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11872,,15.99990951,19.9999018158831
9471,Trussler Rd @ Bleams Rd,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wilmot,Wilmot,DET11873,,1.96,5.6
9472,Courtland Ave E @ Shelley Dr,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11874,ION,17.99999617,23.6000391541504
9473,Courtland Ave E @ Shelley Dr,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11875,ION,18.0000266,23.5999969789226
9474,Courtland Ave E @ Shelley Dr,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11876,ION,17.999831335,23.5999579287884
9872,Courtland Ave E @ Siebert Ave,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11877,ION,17.99961222,23.5999286262455
9873,Courtland Ave E @ Siebert Ave,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11878,ION,14.37411478,19.5711747234999
9874,Courtland Ave E @ Siebert Ave,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11879,ION,18.00028632,23.6001373284318
9875,Courtland Ave E @ Siebert Ave,2017/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11880,ION,24.091246785,19.6548769916023
9876,Courtland Ave E @ Block Line Rd,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11881,ION,18.000386205,23.6000293184317
9877,Courtland Ave E @ Block Line Rd,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11882,ION,17.9996684,23.5998857579578
9878,Courtland Ave E @ Block Line Rd,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11883,ION,23.247145455,29.5149864976918
9879,Courtland Ave E @ Block Line Rd,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11884,ION,23.246779825,29.5149957420255
9880,Courtland Ave E @ Hillmount St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11885,ION,21.936571925,27.2598588600801
9881,Courtland Ave E @ Hayward Ave,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11886,ION,17.999904665,23.5999939300362
9882,Courtland Ave E @ Hayward Ave,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11887,ION,24.379193295,30.6290442699114
9883,Courtland Ave E @ Ottawa St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11888,ION,2.00001606,6.00003170987757
9884,Courtland Ave E @ Ottawa St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11889,ION,18.11763625,23.6005207450883
9885,Courtland Ave E @ Ottawa St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11890,ION,2.00071142,6.00068916540881
10683,Charles St E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11894,ION,18.03197231,23.6001676334897
10684,Charles St E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11895,ION,1.99998125,5.99992400299076
10685,Charles St E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11896,ION,1.99987108,5.99979940671625
10686,Charles St E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11897,ION,2.000014705,6.00001483995846
10687,Charles St E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11898,ION,15.521228365,23.3041106993819
10688,Charles St E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11899,ION,2.000116895,6.00014106990796
10689,Courtland Ave E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11900,ION,26.76786956,33.4879305904124
10690,Courtland Ave E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11901,ION,2.00010403,6.0001234030206
10691,Courtland Ave E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11902,ION,1.99999136,5.999987039986
10692,Courtland Ave E @ Borden Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11903,ION,26.64355293,33.8182408589313
11083,Huron Rd @ Newcastle Dr @ Parkvale Dr,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11904,,22.36961676,22.9653683275374
11084,Huron Rd @ Newcastle Dr @ Parkvale Dr,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11905,,54.64356842,34.3496046364282
11085,Huron Rd @ Newcastle Dr @ Parkvale Dr,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11906,,22.3693779,22.9653694095705
11086,Huron Rd @ Newcastle Dr @ Parkvale Dr,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11907,,38.827497585,31.1246406331642
11087,Huron Rd @ Newcastle Dr @ Parkvale Dr,2020/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11908,,65.2908345,41.3035620700922
11483,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11909,ION,17.99978183,23.5999479993103
11484,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11910,ION,2.000005945,5.99999003046749
11485,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11911,ION,2.000005945,5.99999003046749
11486,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11912,ION,18.04902476,23.5999813223514
11487,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11913,ION,2.00002507,5.99998208329292
11488,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11914,ION,1.9999688,5.99995319981748
11489,Charles St E @ Stirling Ave S,2017/09/01 04:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11915,ION,18.000060085,23.5998883786013
11490,Charles St E @ Cameron St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11916,ION,1.999999225,5.99999127007015
11491,Charles St E @ Cameron St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11917,ION,17.99997006,23.599957369505
11492,Charles St E @ Cameron St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11918,ION,1.9999688,5.99995319981748
11493,Charles St E @ Cameron St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11919,ION,2.00005246,6.00012052262299
11494,Charles St E @ Cameron St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11920,ION,21.58552229,27.5888639090586
11495,Charles St E @ Cameron St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11921,ION,2.000085195,6.00011376918366
11496,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11922,ION,9.0001116,13.6000335101238
11497,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11923,ION,9.001257235,13.6019010740189
11498,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11924,ION,18.00034082,23.6000971339938
11499,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11925,ION,2.00283854,5.9999823765581
11500,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11926,ION,1.9999688,5.99995319981748
11501,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11927,ION,18.022569585,23.5999651188572
11502,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11928,ION,18.000438355,23.6000630697127
11503,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11929,ION,1.98555242,5.98559434043629
11504,Charles St E @ Cedar St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11930,ION,1.9999688,5.99995319981748
11505,Charles St E @ Frederick St/Benton St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11931,ION,2.0000173,6.00002594994388
11506,Charles St E @ Frederick St/Benton St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11932,ION,1.996137405,5.99229806902758
11507,Charles St E @ Frederick St/Benton St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11933,ION,2.00001307,6.00004484525356
11883,Charles St W/Charles St E @ Queen St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11934,ION,2.0000173,6.00002594994388
11884,Charles St W/Charles St E @ Queen St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11935,ION,2.0001032,6.00009613693476
11885,Charles St W @ Ontario St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11936,ION,2.000050515,6.00006282989461
11886,Charles St W @ Ontario St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11937,ION,1.99995422,5.99996473940047
11887,Charles St W @ Gaukel St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11938,ION,17.99993874,23.5998953634515
11888,Charles St W @ Gaukel St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11939,ION,2.00013627,6.00019442698259
11889,Charles St W @ Gaukel St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11940,ION,2.00002462,6.0000628292241
11890,Charles St W @ Gaukel St,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11941,ION,17.99944284,23.5998317799291
11891,Charles St W @ Water St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11942,ION,2.000050515,6.00006282989461
11892,Charles St W @ Water St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11943,ION,1.999977,6.00005573431404
11893,Charles St W @ Francis St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11944,ION,2.006772075,6.01348771157101
11894,Victoria St S @ Charles St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11945,ION,2.000068815,6.00009466935075
11895,Victoria St S @ Charles St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11946,ION,14.63959543,19.86615944447
11896,Victoria St S @ Charles St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11947,ION,1.999997,6.00002952439525
11897,Victoria St S @ Charles St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11948,ION,17.999677975,23.5999843169771
11898,Victoria St S @ Charles St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11949,ION,18.000596,23.6001679216808
11899,Victoria St S @ Charles St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11950,ION,18.219040765,23.6439288055288
11900,King St W @ Victoria St N/Victoria St S,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11951,ION,1.999952915,5.99994241177078
11901,Francis St N @ Francis St S @ King St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11952,ION,2.000024845,6.00001445067689
11902,Francis St N @ Francis St S @ King St W,2017/09/01 04:00:00+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11953,ION,1.999910135,5.99985200840705
